word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
উদয়,615,256,0.38779,0.0,1.1939
ব্যাস,59,66,0.38763,0.0,1.19382
অক্ষয়বাবু,87,36,0.38754,0.0,1.19377
আইল,40,24,0.38747,0.0,1.19374
ভাঙ্গা,245,58,0.38715,0.0,1.19358
গোলা,190,95,0.40721,0.0101,1.1935
গুণী,204,113,0.38694,0.0,1.19347
শিবু,66,305,0.38686,0.0,1.19343
রানীর,102,58,0.38684,0.0,1.19342
শ্রীনাথ,48,45,0.38673,0.0,1.19336
বলরাম,87,30,0.38655,0.0,1.19328
বাসন্তী,53,43,0.38626,0.0,1.19313
ভাগে,205,108,0.4064,0.0101,1.1931
সাধন,951,585,0.40625,0.0101,1.19303
অমর,317,178,0.38604,0.0,1.19302
সই,488,316,0.40619,0.0101,1.193
এইযে,97,59,0.38598,0.0,1.19299
শিশির,127,448,0.40594,0.0101,1.19287
তুল্য,237,39,0.38546,0.0,1.19273
হরেনের,25,32,0.38545,0.0,1.19273
শিরোমণি,167,24,0.38542,0.0,1.19271
জনে,323,241,0.3854,0.0,1.1927
কোনাে,230,21,0.38493,0.0,1.19247
বাস,1968,1086,0.38493,0.0,1.19246
টিম,38,74,0.38448,0.0,1.19224
ফাঁ,308,691,0.42519,0.02041,1.19219
লীলা,589,683,0.42514,0.02041,1.19216
কাম,236,397,0.48917,0.05263,1.19195
সিধু,20,122,0.38391,0.0,1.19195
ওহ,20,32,0.38371,0.0,1.19185
অনিল,60,129,0.38356,0.0,1.19178
নাগ,68,117,0.4036,0.0101,1.1917
রায়বাহাদুর,164,120,0.40345,0.0101,1.19163
মণি,249,281,0.38293,0.0,1.19146
মুর,32,34,0.38277,0.0,1.19139
ভীষণ,1036,932,0.40262,0.0101,1.19121
অরুণ,171,221,0.38214,0.0,1.19107
আশ্রম,249,312,0.38211,0.0,1.19105
চাতক,28,115,0.38209,0.0,1.19105
তাঁহা,5385,616,0.40229,0.0101,1.19104
সরলা,199,30,0.40223,0.0101,1.19101
অনু,44,21,0.38196,0.0,1.19098
বিবি,400,181,0.44299,0.03093,1.19057
পিটা,47,39,0.38101,0.0,1.19051
গদাধর,413,29,0.38067,0.0,1.19033
এইখানে,497,235,0.38038,0.0,1.19019
রানী,282,164,0.42081,0.02041,1.19
আলম,42,275,0.37991,0.0,1.18996
রহে,96,20,0.37964,0.0,1.18982
ভূপতির,105,79,0.39973,0.0101,1.18976
রাণী,235,104,0.37922,0.0,1.18961
খানি,85,20,0.37909,0.0,1.18955
অপর,1882,541,0.37901,0.0,1.1895
করলো,60,637,0.39901,0.0101,1.18941
সন্ন্যাসীর,199,67,0.3785,0.0,1.18925
একত্রে,247,65,0.37846,0.0,1.18923
মিত্তির,34,151,0.37847,0.0,1.18923
যশোদা,38,57,0.37827,0.0,1.18913
ললিত,289,140,0.41905,0.02041,1.18912
রাধাকান্ত,93,24,0.37813,0.0,1.18907
বড়বাবু,140,490,0.37813,0.0,1.18906
বিড়,51,102,0.37791,0.0,1.18896
মেষ,31,25,0.37786,0.0,1.18893
পান্না,50,39,0.39802,0.0101,1.18891
রতনবাবু,22,192,0.37771,0.0,1.18886
নীলকণ্ঠ,37,107,0.37748,0.0,1.18874
এইমাত্র,407,197,0.37736,0.0,1.18868
চন্দ্রগুপ্ত,25,25,0.37709,0.0,1.18855
রাজীব,54,217,0.3971,0.0101,1.18845
স্মিথ,40,147,0.3768,0.0,1.1884
ভবানী,162,42,0.37677,0.0,1.18839
ভবেন্দ্র,47,20,0.37667,0.0,1.18834
তাে,231,56,0.37655,0.0,1.18828
জাপানি,186,94,0.39605,0.0101,1.18793
সনাতন,287,62,0.39604,0.0101,1.18792
শিবুর,25,165,0.39601,0.0101,1.18791
সরি,43,43,0.37581,0.0,1.1879
নিতা,245,207,0.3757,0.0,1.18785
অগ্নি,727,108,0.39546,0.0101,1.18763
সুবর্ণ,117,26,0.37492,0.0,1.18746
উহা,2051,205,0.41568,0.02041,1.18743
চেষ্টায়,458,289,0.39506,0.0101,1.18743
দার,32,22,0.37465,0.0,1.18732
ঘোষাল,153,267,0.37462,0.0,1.18731
গোপ,27,51,0.3746,0.0,1.1873
খাঁর,593,101,0.41539,0.02041,1.18729
সুনন্দা,62,395,0.37453,0.0,1.18726
সতী,324,196,0.3745,0.0,1.18725
শ্রীকান্ত,201,32,0.37446,0.0,1.18723
এমনকি,352,362,0.37443,0.0,1.18722
বিক্রম,109,23,0.37441,0.0,1.1872
গুরু,484,429,0.43615,0.03093,1.18715
বিপিনবাবু,78,81,0.37429,0.0,1.18714
নিরঞ্জন,38,76,0.37418,0.0,1.18709
রামচরণ,156,177,0.37401,0.0,1.18701
প্রফেসর,100,225,0.39396,0.0101,1.18688
বিনয়বাবু,576,52,0.37358,0.0,1.18679
বরুণ,87,51,0.3735,0.0,1.18675
কুমার,181,26,0.37346,0.0,1.18673
রাষ্ট্র,173,318,0.37345,0.0,1.18673
মুহুর্ত,35,65,0.37326,0.0,1.18663
সম্মোহন,146,31,0.37325,0.0,1.18662
হারান,70,34,0.37313,0.0,1.18657
গুটি,82,121,0.3729,0.0,1.18645
অধীন,255,119,0.37283,0.0,1.18641
ইস,196,464,0.37251,0.0,1.18625
চেন,172,120,0.37249,0.0,1.18625
রয়ে,180,350,0.37229,0.0,1.18614
সোমনাথ,855,171,0.37219,0.0,1.1861
যেই,362,469,0.3922,0.0101,1.186
ম্যাজিক,39,283,0.39193,0.0101,1.18586
মাস্টারের,62,125,0.37171,0.0,1.18585
পতিত,445,83,0.39181,0.0101,1.18581
তাল,307,512,0.37152,0.0,1.18576
সুমুখে,349,139,0.37153,0.0,1.18576
আলি,238,231,0.41216,0.02041,1.18567
অবশিষ্ট,383,151,0.37112,0.0,1.18556
মিস্ত্রী,57,42,0.37071,0.0,1.18535
মসলা,29,64,0.37052,0.0,1.18526
উপাসনা,232,63,0.37041,0.0,1.18521
হরলাল,72,42,0.37039,0.0,1.1852
মোহনলাল,159,52,0.37033,0.0,1.18517
একত্র,436,118,0.3703,0.0,1.18515
প্রিয়,587,387,0.39039,0.0101,1.18509
বলিতেছি,668,27,0.39032,0.0101,1.18506
রাজত্বে,25,28,0.37011,0.0,1.18506
গুপ্ত,277,350,0.37008,0.0,1.18504
মুদি,50,50,0.37001,0.0,1.185
সতেজ,106,70,0.36969,0.0,1.18484
ডোম,48,139,0.38986,0.0101,1.18483
আষাঢ়ে,45,24,0.36954,0.0,1.18477
যদিচ,135,70,0.36947,0.0,1.18473
অটল,131,134,0.36942,0.0,1.18471
ইংরাজ,380,29,0.3694,0.0,1.1847
নারদ,94,68,0.36912,0.0,1.18456
বৈ,602,42,0.36909,0.0,1.18454
অমরনাথ,150,104,0.36901,0.0,1.18451
কিঞ্চিৎ,632,165,0.36889,0.0,1.18444
বিহিত,131,26,0.36872,0.0,1.18436
দোলা,97,157,0.38867,0.0101,1.18423
দরুন,164,187,0.36835,0.0,1.18418
বিন্দু,772,298,0.45133,0.04167,1.184
জড়িত,183,168,0.36793,0.0,1.18396
হীরালাল,69,143,0.36789,0.0,1.18394
সাধু,556,438,0.38802,0.0101,1.18391
লাহিড়ী,105,89,0.38779,0.0101,1.18379
দুয়ে,33,42,0.36747,0.0,1.18373
চটিয়া,103,25,0.36735,0.0,1.18367
পিতৃদেব,143,20,0.36733,0.0,1.18367
কানু,99,67,0.36729,0.0,1.18364
খনির,65,87,0.36723,0.0,1.18362
মন্ত্রী,591,232,0.38743,0.0101,1.18361
পরিমল,38,21,0.36705,0.0,1.18352
পীতাম্বর,105,87,0.36692,0.0,1.18346
টেন,41,71,0.36685,0.0,1.18343
মিটল,32,24,0.36658,0.0,1.18329
সীতা,234,142,0.38654,0.0101,1.18317
দেখিতে,495,72,0.36632,0.0,1.18316
ইব্রাহিম,25,95,0.36629,0.0,1.18314
অচলা,795,86,0.36627,0.0,1.18313
উলটো,108,201,0.36608,0.0,1.18304
চৈতন্য,261,125,0.38629,0.0101,1.18304
বীণা,196,116,0.36602,0.0,1.18301
দুটোর,85,241,0.36601,0.0,1.183
শান,40,99,0.36599,0.0,1.18299
সৈন্যগণ,226,22,0.36596,0.0,1.18298
একাদশী,120,26,0.36573,0.0,1.18286
খাটিয়া,54,45,0.38589,0.0101,1.18284
কুলে,70,47,0.36564,0.0,1.18282
আল্লা,102,230,0.38573,0.0101,1.18276
পূর্ব,827,865,0.38565,0.0101,1.18272
সুভাষিণী,90,95,0.38546,0.0101,1.18263
আব্বা,22,332,0.38525,0.0101,1.18253
কাহারো,441,22,0.36485,0.0,1.18243
উহ,1032,104,0.38503,0.0101,1.18241
পাত্র,1331,395,0.38481,0.0101,1.1823
কাঁদলে,23,78,0.36446,0.0,1.18223
অরিন্দম,76,35,0.36426,0.0,1.18213
দৃশ্যে,44,32,0.364,0.0,1.182
ননীবালা,31,92,0.36399,0.0,1.182
পোহা,30,20,0.36358,0.0,1.18179
বন্দনা,327,63,0.36325,0.0,1.18163
শচীন,96,58,0.36326,0.0,1.18163
পুর,157,97,0.38309,0.0101,1.18145
হেম,443,195,0.36289,0.0,1.18145
চিক,54,72,0.36275,0.0,1.18137
বসুর,60,150,0.36238,0.0,1.18119
অপর্ণ,74,54,0.36236,0.0,1.18118
খাঁ,1824,790,0.40314,0.02041,1.18116
বাবুর,593,324,0.38252,0.0101,1.18116
খুঁটিয়ে,22,216,0.40309,0.02041,1.18114
সিনেম,36,116,0.36227,0.0,1.18114
বিজয়া,1152,292,0.36226,0.0,1.18113
হরিহর,295,52,0.36207,0.0,1.18104
নীলমণি,143,60,0.36201,0.0,1.181
গদি,127,181,0.38205,0.0101,1.18092
রহমান,546,731,0.44499,0.04167,1.18083
পিল,37,23,0.36153,0.0,1.18077
মাত,53,72,0.36154,0.0,1.18077
দিশি,57,35,0.36124,0.0,1.18062
পূর্বেক,44,29,0.36119,0.0,1.1806
মেহের,102,46,0.36081,0.0,1.18041
খাতিরে,159,129,0.3608,0.0,1.1804
সুমতি,69,101,0.36079,0.0,1.1804
প্রভাবে,420,168,0.36069,0.0,1.18035
তুলনা,398,299,0.36052,0.0,1.18026
নিভা,36,41,0.36051,0.0,1.18025
লীল,210,263,0.36044,0.0,1.18022
আগ,383,1056,0.40123,0.02041,1.18021
কেবলমাত্র,559,179,0.36027,0.0,1.18014
এজন্যে,31,212,0.36021,0.0,1.1801
কাবুল,301,71,0.36015,0.0,1.18007
যুবরাজ,560,66,0.40091,0.02041,1.18005
শ্রী,549,88,0.35966,0.0,1.17983
সমীরণ,54,33,0.3595,0.0,1.17975
নাহয়,260,110,0.37964,0.0101,1.17972
প্রমাদ,61,33,0.35941,0.0,1.1797
চুয়া,100,136,0.35928,0.0,1.17964
অমৃত,512,268,0.35922,0.0,1.17961
অপর্ণা,232,108,0.35881,0.0,1.17941
বেণী,375,133,0.35866,0.0,1.17933
ফুটিয়ে,61,131,0.35861,0.0,1.1793
কইতে,152,103,0.35848,0.0,1.17924
হামিদ,70,33,0.3583,0.0,1.17915
গোকুল,374,106,0.37838,0.0101,1.17909
পর্যাপ্ত,29,30,0.35814,0.0,1.17907
যন্ত্রে,28,40,0.35799,0.0,1.179
কল্যাণ,369,294,0.3579,0.0,1.17895
সমারোহ,86,64,0.35791,0.0,1.17895
অবিনাশ,269,313,0.35754,0.0,1.17877
আবশ্যক,1452,107,0.35754,0.0,1.17877
লা,67,77,0.35725,0.0,1.17863
খোকন,31,399,0.37709,0.0101,1.17845
দরবেশ,29,134,0.35687,0.0,1.17843
পুরী,146,174,0.37703,0.0101,1.17841
মণিলাল,95,127,0.35676,0.0,1.17838
শুধায়,29,236,0.37689,0.0101,1.17834
বাঞ্ছা,26,56,0.35648,0.0,1.17824
হৃদয়ে,2072,245,0.35649,0.0,1.17824
পার্শ্বে,573,38,0.35618,0.0,1.17809
ডোর,25,31,0.35604,0.0,1.17802
তাবৎ,87,71,0.35598,0.0,1.17799
মোহান্ত,22,31,0.35585,0.0,1.17793
দ্বিতীয়,1892,900,0.41747,0.03093,1.17781
বাদশাহ,630,42,0.41702,0.03093,1.17758
নূতন,2534,631,0.35511,0.0,1.17755
হওয়াতে,199,64,0.35504,0.0,1.17752
রূপে,542,371,0.37523,0.0101,1.17751
করান,132,23,0.35477,0.0,1.17739
দিবা,162,21,0.35476,0.0,1.17738
মথুর,44,21,0.3546,0.0,1.1773
বাঙল,30,214,0.35441,0.0,1.1772
ঢাকায়,20,253,0.35435,0.0,1.17717
ঘোর,588,493,0.39506,0.02041,1.17712
বহুদিন,393,316,0.37436,0.0101,1.17708
কালিদাস,188,106,0.41594,0.03093,1.17704
স্থবির,48,24,0.35404,0.0,1.17702
হাঁ,2185,1468,0.35395,0.0,1.17697
সর্দার,55,113,0.35392,0.0,1.17696
অন্বেষণ,163,50,0.35388,0.0,1.17694
বেন,28,30,0.35382,0.0,1.17691
রাক্ষস,151,186,0.37399,0.0101,1.1769
প্রসিদ্ধ,422,31,0.35373,0.0,1.17686
সিংয়,48,183,0.37388,0.0101,1.17684
খগেনের,25,29,0.3536,0.0,1.1768
তফাৎ,67,115,0.35357,0.0,1.17679
মুস্কিল,43,92,0.35335,0.0,1.17667
স্বরূপে,49,42,0.35321,0.0,1.17661
নাশ,162,20,0.35309,0.0,1.17654
ভগবান,3487,754,0.39378,0.02041,1.17648
আল্ল,72,164,0.35289,0.0,1.17644
হৈল,70,21,0.35286,0.0,1.17643
শাষ,1460,1045,0.35274,0.0,1.17637
ইহ,3438,196,0.41437,0.03093,1.17626
একেলা,73,36,0.35247,0.0,1.17623
গোড়া,186,300,0.35246,0.0,1.17623
বাছা,574,207,0.39317,0.02041,1.17618
কটি,148,171,0.37248,0.0101,1.17614
ভাঁড়,118,106,0.37249,0.0101,1.17614
কুণ্ডু,38,114,0.35213,0.0,1.17607
তেত,30,66,0.35212,0.0,1.17606
তখনো,280,406,0.37226,0.0101,1.17603
পটলবাবুর,32,52,0.35186,0.0,1.17593
বলিয়া,15503,1609,0.3516,0.0,1.1758
ধ্যানে,71,63,0.35155,0.0,1.17577
রাজপুত্র,433,93,0.4132,0.03093,1.17567
নামক,773,312,0.37147,0.0101,1.17564
বলিবে,587,41,0.35116,0.0,1.17558
জোড়া,290,594,0.39188,0.02041,1.17553
নানারকম,196,189,0.35103,0.0,1.17552
পৌঁছায়,57,71,0.35091,0.0,1.17545
মহিল,55,90,0.3509,0.0,1.17545
ব্যাধ,34,23,0.35054,0.0,1.17527
পিট,31,52,0.35043,0.0,1.17522
খেয়াল,363,732,0.35036,0.0,1.17518
শিরে,138,35,0.37054,0.0101,1.17517
এতকাল,326,180,0.3503,0.0,1.17515
অনবরত,205,106,0.37039,0.0101,1.1751
অন্তর্গত,361,59,0.3501,0.0,1.17505
অঙ্,378,151,0.35008,0.0,1.17504
রয়েছেন,96,167,0.34999,0.0,1.17499
সীত,107,54,0.34999,0.0,1.17499
প্রমীলা,119,72,0.34976,0.0,1.17488
বরাবর,374,454,0.34956,0.0,1.17478
কিসে,412,177,0.34907,0.0,1.17453
পরমানন্দে,31,24,0.34893,0.0,1.17446
অর্থ,3352,1079,0.36872,0.0101,1.17426
সদাশিব,24,23,0.34843,0.0,1.17421
ভোলা,225,483,0.36856,0.0101,1.17418
বেবি,48,138,0.36842,0.0101,1.17411
ঈশান,39,30,0.34804,0.0,1.17402
রাজকুম,115,48,0.34791,0.0,1.17395
কেই,93,68,0.36805,0.0101,1.17392
সুরম,129,20,0.34776,0.0,1.17388
বারংবার,345,86,0.34767,0.0,1.17384
জাতীয়,717,462,0.36778,0.0101,1.17379
আবেদন,186,151,0.34739,0.0,1.1737
কৈ,402,90,0.36748,0.0101,1.17364
এঁর,148,127,0.34714,0.0,1.17357
তৃতীয়,954,406,0.40895,0.03093,1.17355
তিনব,124,137,0.34648,0.0,1.17324
ভাগ্যে,370,174,0.34627,0.0,1.17313
তফাত,161,233,0.34618,0.0,1.17309
গণনা,182,86,0.3461,0.0,1.17305
করিতাম,332,27,0.34599,0.0,1.173
বিক্রমাদিত্য,247,23,0.36618,0.0101,1.17299
প্রার্থনা,1838,230,0.38664,0.02041,1.17291
সোজাসুজি,77,172,0.34565,0.0,1.17282
পীর,70,195,0.36558,0.0101,1.17269
নাথ,92,55,0.34535,0.0,1.17267
চলেছেন,65,207,0.36523,0.0101,1.17252
শেখর,288,398,0.365,0.0101,1.1724
গড়ি,80,33,0.34436,0.0,1.17218
নিমা,133,157,0.34422,0.0,1.17211
পিছ,91,146,0.34422,0.0,1.17211
ছলে,223,68,0.3442,0.0,1.1721
মালতীর,96,45,0.34412,0.0,1.17206
ভট্টাচার্যের,20,31,0.34396,0.0,1.17198
চাচা,38,560,0.36401,0.0101,1.17191
নকুল,99,24,0.34333,0.0,1.17166
অবগত,552,29,0.34331,0.0,1.17165
মেঘদূত,46,22,0.3433,0.0,1.17165
সাধনে,92,49,0.34328,0.0,1.17164
মাণিক্য,21,23,0.34326,0.0,1.17163
সাধ,715,477,0.3634,0.0101,1.1716
দ্বিজ,95,50,0.34313,0.0,1.17157
একএক,391,287,0.34284,0.0,1.17142
কমিয়া,159,32,0.34275,0.0,1.17137
দাদামহাশয়,176,22,0.34271,0.0,1.17136
কটা,349,759,0.34265,0.0,1.17133
তরুণ,329,288,0.34263,0.0,1.17131
এইরূপ,1814,137,0.3628,0.0101,1.1713
প্রকৃতিস্থ,140,35,0.34259,0.0,1.1713
তখনি,335,92,0.34254,0.0,1.17127
দশা,353,182,0.34254,0.0,1.17127
মাতাল,326,367,0.36252,0.0101,1.17116
সমানে,62,231,0.34219,0.0,1.1711
হিমাংশুর,21,51,0.34202,0.0,1.17101
দফা,42,158,0.34176,0.0,1.17088
দুনিয়,124,373,0.34177,0.0,1.17088
ঋষি,431,65,0.34164,0.0,1.17082
চৌধুরী,290,1366,0.38242,0.02041,1.1708
স্বীকৃত,215,82,0.34161,0.0,1.1708
পাট,496,698,0.36177,0.0101,1.17079
এবারে,395,1266,0.36176,0.0101,1.17078
সওদাগর,75,36,0.34138,0.0,1.17069
শুদ্ধ,174,195,0.34133,0.0,1.17067
খাত,98,153,0.36144,0.0101,1.17062
গুণ,905,532,0.34105,0.0,1.17052
সেইরূপ,758,42,0.36122,0.0101,1.17051
অনুপস্থিত,60,86,0.34092,0.0,1.17046
বিলক্ষণ,301,127,0.34092,0.0,1.17046
সরসী,36,21,0.34092,0.0,1.17046
কাজী,27,152,0.34067,0.0,1.17034
চণ্ডীর,38,38,0.34058,0.0,1.17029
সেন্ট,38,105,0.34044,0.0,1.17022
পিয়ারীর,33,22,0.34036,0.0,1.17018
বিভক্ত,218,72,0.34035,0.0,1.17017
দিলীপ,124,37,0.3403,0.0,1.17015
তাঁহ,12118,1488,0.34016,0.0,1.17008
নিশান,157,43,0.34004,0.0,1.17002
রামরাম,20,41,0.34001,0.0,1.17
মৌলানা,112,29,0.33993,0.0,1.16996
গোলযোগ,246,33,0.33989,0.0,1.16994
বৈষ্ণব,181,203,0.33982,0.0,1.16991
অধিকতর,359,53,0.38034,0.02041,1.16976
নির্বাণ,185,26,0.33938,0.0,1.16969
নসিব,50,27,0.33931,0.0,1.16965
বিষম,562,230,0.3595,0.0101,1.16965
ব্যায়াম,46,67,0.33929,0.0,1.16965
লঘু,156,107,0.33916,0.0,1.16958
নীরেনের,35,41,0.33913,0.0,1.16957
ভারতীয়,403,354,0.33906,0.0,1.16953
দূত,319,138,0.33882,0.0,1.16941
সিংএর,76,83,0.33882,0.0,1.16941
সায়েব,143,420,0.33866,0.0,1.16933
নিত্য,636,283,0.35883,0.0101,1.16931
কেননা,874,838,0.3587,0.0101,1.16925
কালী,241,318,0.35858,0.0101,1.16919
মুরলী,42,95,0.35855,0.0101,1.16918
ছিদ্র,108,76,0.33834,0.0,1.16917
কাশ,66,76,0.33824,0.0,1.16912
কীর্তি,238,171,0.3584,0.0101,1.1691
বুড়া,306,39,0.33819,0.0,1.1691
উভয়ে,905,141,0.35831,0.0101,1.16905
যেহেতু,241,184,0.33797,0.0,1.16899
সেন,278,1107,0.44324,0.05263,1.16899
চলিবে,462,71,0.35808,0.0101,1.16894
জন্মে,501,223,0.37867,0.02041,1.16893
ঐভাবে,20,82,0.33779,0.0,1.1689
সখা,129,35,0.35789,0.0101,1.16884
বাবুজি,119,79,0.33766,0.0,1.16883
রোদন,335,23,0.33761,0.0,1.16881
সুবিধ,121,136,0.33738,0.0,1.16869
সাহেবা,62,88,0.33726,0.0,1.16863
দুইএক,314,30,0.33714,0.0,1.16857
আদেশের,105,48,0.33709,0.0,1.16854
মৌন,489,64,0.33705,0.0,1.16853
হরিচরণ,193,38,0.35705,0.0101,1.16843
হাড়ে,100,178,0.33669,0.0,1.16835
হেলা,26,21,0.33661,0.0,1.16831
মরো,24,26,0.3366,0.0,1.1683
শরীফ,35,78,0.33629,0.0,1.16815
কখনোবা,20,34,0.33612,0.0,1.16806
অসম্পূর্ণ,111,68,0.33608,0.0,1.16804
খান,322,992,0.35613,0.0101,1.16797
যেরূপ,877,71,0.3978,0.03093,1.16797
বেনে,21,23,0.33575,0.0,1.16788
কান্ত,21,23,0.33565,0.0,1.16782
নরেনের,85,57,0.33564,0.0,1.16782
ফণী,55,22,0.33564,0.0,1.16782
পিয়ারী,160,76,0.33558,0.0,1.16779
খলিফা,28,110,0.33539,0.0,1.1677
